article;weighted_regulatory_operators;unweighted_regulatory_operators;operators_total;fres;sentences;words;syllables;words_per_sentence;syllables_per_word;number_internal_references;complexity_with_references;clump_size
CRD_87;14;9;47;28,713333333333367;7;135;253;19,285714285714285;1,874074074074074;1;7,832588301500363e+16;343
CRD_88;59;28;203;-5,6506249999999625;12;576;1115;48,0;1,9357638888888888;1;72,2;1
CRD_89;25;16;107;27,37500000000003;14;336;616;24,0;1,8333333333333333;1;7,832588301500363e+16;343
CRD_90;3;2;11;20,542647058823547;1;34;61;34,0;1,7941176470588236;0;3;1
CRD_91;33;23;194;32,695017825311965;33;646;1178;19,575757575757574;1,8235294117647058;2;7,832588301500363e+16;343
CRD_92;47;15;147;-68,27799295774645;4;426;841;106,5;1,9741784037558685;3;7,832588301500363e+16;343
CRD_93;34;10;46;-81,72815126050416;1;119;236;119,0;1,9831932773109244;1;7,832588301500363e+16;343
CRD_94;141;63;609;-14,190763813651103;26;1704;3112;65,53846153846153;1,8262910798122065;3;7,832588301500363e+16;343
CRD_95;16;9;63;12,516011125654472;8;191;384;23,875;2,0104712041884816;0;16;1
CRD_96;4;3;14;30,289932432432437;2;37;69;18,5;1,864864864864865;8;4,3079235658252006e+17;1
CRD_97;25;16;86;25,182328385899837;11;294;537;26,727272727272727;1,8265306122448979;2;7,832588301500363e+16;343
CRD_98;41;23;205;11,74421900826448;20;726;1358;36,3;1,8705234159779613;5;7,832588301500363e+16;343
CRD_99;23;13;111;13,31147368421054;10;342;642;34,2;1,8771929824561404;7;7,832588301500363e+16;343
CRD_100;6;4;28;25,684496268656744;4;67;130;16,75;1,9402985074626866;1;7,832588301500363e+16;343
CRD_101;47;28;163;18,861329021235065;17;482;907;28,352941176470587;1,8817427385892116;1;7,832588301500363e+16;343
CRD_102;8;6;27;37,18250000000003;4;94;162;23,5;1,7234042553191489;1;7,832588301500363e+16;343
CRD_103;19;12;70;23,224048913043504;8;207;385;25,875;1,8599033816425121;5;7,832588301500363e+16;343
CRD_104;121;43;207;-49,13776315789471;6;627;1111;104,5;1,7719298245614035;12;7,832588301500363e+16;343
CRD_105;23;8;45;-53,127045454545424;2;176;355;88,0;2,0170454545454546;3;7,832588301500363e+16;343
CRD_106;8;5;38;24,71552570093459;4;107;196;26,75;1,8317757009345794;3;7,832588301500363e+16;343
CRD_107;11;7;86;28,615235849056603;10;265;474;26,5;1,788679245283019;19;6,892677705320323e+17;1
CRD_108;36;22;116;20,928835227272742;11;384;683;34,90909090909091;1,7786458333333333;5;6,63420229137081e+17;1
CRD_109;28;15;80;9,300000000000011;8;240;474;30,0;1,975;1;7,832588301500363e+16;343
CRD_110;9;6;39;27,84140157480317;5;127;230;25,4;1,811023622047244;2;7,495787004535849e+17;1
CRD_111;26;15;143;14,593421052631612;14;456;858;32,57142857142857;1,881578947368421;0;26;1
CRD_112;13;6;98;-6,063260869565227;7;276;564;39,42857142857143;2,0434782608695654;1;7,832588301500363e+16;343
CRD_113;81;49;349;20,333136363636385;30;1056;1882;35,2;1,7821969696969697;5;7,832588301500363e+16;343
CRD_114;19;11;90;17,082739726027427;7;219;409;31,285714285714285;1,8675799086757991;4;7,832588301500363e+16;343
CRD_115;15;8;65;3,768636363636375;7;154;329;22,0;2,1363636363636362;0;15;1
CRD_116;75;43;340;15,406977928692726;31;893;1712;28,806451612903224;1,9171332586786114;9;7,832588301500363e+16;343
CRD_117;67;35;266;5,679788213628029;21;724;1422;34,476190476190474;1,9640883977900552;5;7,832588301500363e+16;343
CRD_118;11;6;49;8,303668032786902;4;183;329;45,75;1,7978142076502732;2;7,832588301500363e+16;343
CRD_119;5;3;51;17,46597560975613;7;164;321;23,428571428571427;1,9573170731707317;2;7,832588301500363e+16;343
CRD_120;5;3;66;28,566998132586377;9;238;426;26,444444444444443;1,7899159663865547;0;5;1
CRD_121;4;2;21;-14,106249999999989;1;64;118;64,0;1,84375;1;7,832588301500363e+16;343
CRD_122;9;5;53;9,726811594202928;6;184;361;30,666666666666668;1,9619565217391304;2;7,832588301500363e+16;343
CRD_123;13;7;50;7,587908163265325;6;147;303;24,5;2,061224489795918;1;8,615847131650402e+16;1
CRD_124;21;11;113;2,7722321428571775;8;315;611;39,375;1,9396825396825397;4;9,968535131319516e+17;1
CRD_125;17;9;81;7,433160211267619;8;213;434;26,625;2,0375586854460095;2;7,832588301500363e+16;343
CRD_126;7;3;17;-20,53076923076921;1;65;124;65,0;1,9076923076923078;0;7;1
CRD_127;38;21;147;12,499375000000043;16;470;914;29,375;1,9446808510638298;2;8,615847131650403e+16;1
CRD_128;67;20;76;-82,42846774193544;2;279;487;139,5;1,7455197132616487;7;7,832588301500363e+16;343
CRD_129;43;33;115;41,10670772238515;15;341;575;22,733333333333334;1,686217008797654;3;7,832588301500363e+16;343
CRD_130;51;36;124;34,485651515151545;15;352;618;23,466666666666665;1,7556818181818181;5;7,832588301500363e+16;343
CRD_131;124;79;575;25,571534487446797;59;1683;3030;28,52542372881356;1,8003565062388591;6;7,832588301500363e+16;343
CRD_132;13;7;47;10,671551020408202;5;147;289;29,4;1,965986394557823;1;8,615847131650402e+16;1
CRD_133;137;89;585;27,91885245901642;58;1952;3340;33,6551724137931;1,7110655737704918;8;7,832588301500363e+16;343
CRD_134;5;4;37;49,69706214689265;9;177;287;19,666666666666668;1,6214689265536724;1;8,6158471316504e+16;1
CRD_135;22;11;71;-1,7720077105575172;6;281;535;46,833333333333336;1,903914590747331;1;7,832588301500363e+16;343
CRD_136;51;33;241;27,535670189767018;23;724;1261;31,47826086956522;1,7417127071823204;3;7,832588301500363e+16;343
CRD_137;17;9;68;7,865000000000009;5;230;414;46,0;1,8;2;7,832588301500363e+16;343
CRD_138;7;2;35;-86,0976470588235;1;136;249;136,0;1,8308823529411764;0;7;1
CRD_139;32;19;132;19,008644067796638;14;472;857;33,714285714285715;1,8156779661016949;2;7,832588301500363e+16;343
CRD_140;101;54;292;7,384389867489801;19;989;1714;52,05263157894737;1,7330637007077856;6;7,832588301500363e+16;343
CRD_141;89;52;280;16,783627023661268;22;1095;1806;49,77272727272727;1,6493150684931508;2;7,832588301500363e+16;343
CRD_142;40;25;104;24,46794839857654;10;281;511;28,1;1,8185053380782918;2;1,7231694263300803e+17;1
CRD_143;19;12;72;25,686617647058853;10;255;468;25,5;1,8352941176470587;3;7,832588301500363e+16;343
CRD_144;25;11;85;-17,490956521739108;7;575;958;82,14285714285714;1,666086956521739;3;7,832588301500363e+16;343
CRD_145;25;4;73;-251,11382352941172;1;306;533;306,0;1,7418300653594772;23;7,832588301500363e+16;343
CRD_146;8;4;21;-6,477118644067787;1;59;107;59,0;1,8135593220338984;3;3,704814266609673e+17;1
CRD_147;4;4;14;54,970571428571446;5;56;93;11,2;1,6607142857142858;0;4;1
CRD_148;12;10;71;47,86935185185186;14;243;406;17,357142857142858;1,6707818930041152;1;7,832588301500363e+16;343
CRD_149;3;2;26;19,132903225806473;4;124;229;31,0;1,846774193548387;0;3;1
CRD_150;10;6;35;23,981865979381496;5;194;329;38,8;1,6958762886597938;2;2,843229553444634e+17;1
CRD_151;6;4;40;33,14640037593986;4;133;220;33,25;1,6541353383458646;8;5,3418252216232486e+17;1
CRD_152;11;6;21;5,3053658536585715;2;82;155;41,0;1,8902439024390243;1;22,0;1
CRD_153;18;12;81;28,79595454545455;10;275;488;27,5;1,7745454545454546;0;18;1
CRD_154;3;2;29;15,213699633699662;3;91;173;30,333333333333332;1,901098901098901;1;22,8;1
CRD_155;6;4;29;29,348366666666664;6;125;231;20,833333333333332;1,848;2;1,72316942633008e+17;1
CRD_156;10;5;32;1,9105072463768238;3;92;189;30,666666666666668;2,0543478260869565;0;10;1
CRD_157;12;5;40;-24,03263513513511;2;111;229;55,5;2,063063063063063;0;12;1
CRD_158;33;23;196;32,62335542009012;22;686;1156;31,181818181818183;1,685131195335277;9;7,926579361118369e+17;1
CRD_159;6;5;33;44,450633802816924;7;142;238;20,285714285714285;1,676056338028169;2;8,615847131650403e+16;1
CRD_160;35;23;152;29,792724014336926;18;496;874;27,555555555555557;1,7620967741935485;10;9,908224201397962e+17;1
CRD_161;46;30;200;28,70693993610223;25;626;1130;25,04;1,805111821086262;6;9,882376660003013e+17;1
CRD_162;21;18;100;48,701528796522695;18;409;653;22,72222222222222;1,5965770171149145;3;2,58475413949512e+17;1
CRD_163;5;4;17;48,284057377049194;2;61;92;30,5;1,5081967213114753;0;5;1
CRD_164;1;1;5;30,365000000000038;1;28;49;28,0;1,75;0;1;1
CRD_165;1;1;2;73,84500000000001;2;12;18;6,0;1,5;0;1;1
CRR_1;30;12;54;-28,50969999999998;2;125;254;62,5;2,032;1;7,832588301500363e+16;343
CRR_2;5;3;11;19,868965517241406;1;29;54;29,0;1,8620689655172413;0;5;1
CRR_3;9;5;13;15,195000000000022;1;36;66;36,0;1,8333333333333333;0;9;1
CRR_4;780;90;1512;-399,79795116327807;13;5872;10284;451,6923076923077;1,7513623978201636;10;7,832588301500363e+16;343
CRR_5;6;3;24;-3,390188679245256;2;106;196;53,0;1,849056603773585;0;6;1
CRR_6;27;19;71;35,01965853658538;10;246;427;24,6;1,7357723577235773;8;7,832588301500363e+16;343
CRR_7;24;11;105;-12,156793349168623;7;421;786;60,142857142857146;1,8669833729216152;2;7,832588301500363e+16;343
CRR_8;50;27;171;9,04493226600988;12;609;1053;50,75;1,729064039408867;3;9,04663948823294e+16;2
CRR_9;11;7;56;26,52790697674422;7;215;379;30,714285714285715;1,7627906976744185;3;7,832588301500363e+16;343
CRR_10;21;11;56;7,2166145833333815;6;256;473;42,666666666666664;1,84765625;0;21;1
CRR_11;51;30;165;18,41406572769955;15;568;1007;37,86666666666667;1,772887323943662;4;7,832588301500363e+16;343
CRR_12;5;2;23;-32,98328767123286;1;73;143;73,0;1,9589041095890412;0;5;1
CRR_13;26;17;86;29,642783676177856;11;274;492;24,90909090909091;1,7956204379562044;9;4,307923565825201e+17;1
CRR_14;29;17;84;16,666000000000025;7;225;419;32,142857142857146;1,8622222222222222;4;2,5847541394951213e+17;1
CRR_15;27;11;123;-25,749926578560917;6;454;836;75,66666666666667;1,841409691629956;7;6,03109299215528e+17;1
CRR_16;9;4;20;-20,061392405063245;1;79;137;79,0;1,7341772151898733;1;8,615847131650402e+16;1
CRR_17;17;11;62;27,146568047337297;7;169;310;24,142857142857142;1,834319526627219;1;6,634202291370808e+17;1
CRR_18;56;35;202;23,83362857142859;25;588;1106;23,52;1,880952380952381;1;84,6;1
CRR_19;4;2;69;-0,17000000000001592;6;282;531;47,0;1,8829787234042554;1;32,6;1
CRR_20;71;48;323;30,628123539409415;36;1046;1814;29,055555555555557;1,7342256214149139;12;7,832588301500363e+16;343
CRR_21;26;16;167;21,310003417301317;18;569;1032;31,61111111111111;1,8137082601054482;1;9,04663948823294e+16;2
CRR_22;5;2;22;-28,373421052631556;1;76;142;76,0;1,868421052631579;3;8,615847131650408e+16;1
CRR_23;11;5;15;-9,830526315789456;1;57;107;57,0;1,8771929824561404;1;8,615847131650402e+16;1
CRR_24;3;2;20;37,88397674418607;5;86;154;17,2;1,7906976744186047;0;3;1
CRR_25;0;0;3;49,78250000000003;2;47;74;23,5;1,574468085106383;0;0;1
CRR_26;31;20;176;27,222409909909942;18;555;973;30,833333333333332;1,7531531531531532;3;7,832588301500363e+16;343
CRR_27;15;8;80;5,891967213114782;7;305;565;43,57142857142857;1,8524590163934427;2;7,832588301500363e+16;343
CRR_28;85;39;345;-10,335010174418585;16;1075;1893;67,1875;1,7609302325581395;3;7,832588301500363e+16;343
CRR_29;47;28;126;20,276070175438605;15;475;867;31,666666666666668;1,825263157894737;1;7,832588301500363e+16;343
CRR_30;7;3;25;-15,012409638554189;1;83;135;83,0;1,6265060240963856;2;1,72316942633008e+17;1
CRR_31;6;3;57;2,4028571428571865;5;245;448;49,0;1,8285714285714285;2;7,832588301500363e+16;343
CRR_32;5;3;41;26,42961538461543;6;156;284;26,0;1,8205128205128205;0;5;1
CRR_33;7;5;63;36,26807478005867;10;341;548;34,1;1,6070381231671553;0;7;1
CRR_34;8;4;19;7,497173913043497;1;46;83;46,0;1,8043478260869565;1;116,9;1
CRR_35;7;5;20;32,67429104477614;2;67;111;33,5;1,6567164179104477;1;14,700000000000001;1
CRR_36;25;12;149;-3,9591346408693084;11;686;1196;62,36363636363637;1,7434402332361516;10;7,832588301500363e+16;343
CRR_37;10;4;30;-37,27868421052628;1;76;150;76,0;1,9736842105263157;0;10;1
CRR_38;15;9;82;22,07149350649351;11;280;526;25,454545454545453;1,8785714285714286;1;8,615847131650402e+16;1
CRR_39;14;7;91;3,8807781350482458;5;311;514;62,2;1,652733118971061;0;14;1
CRR_40;4;2;21;-6,139873417721489;1;79;124;79,0;1,5696202531645569;1;8,6158471316504e+16;1
CRR_41;12;8;66;29,641226415094366;7;212;367;30,285714285714285;1,7311320754716981;1;8,615847131650402e+16;1
CRR_42;20;4;53;-178,19493775933609;1;241;400;241,0;1,6597510373443984;1;8,615847131650402e+16;1
CRR_43;3;1;29;-72,61803149606297;1;127;226;127,0;1,779527559055118;0;3;1
CRR_44;8;3;27;-39,330999999999975;1;100;171;100,0;1,71;1;7,832588301500363e+16;343
CRR_45;18;5;41;-100,87075471698111;1;159;275;159,0;1,729559748427673;1;7,832588301500363e+16;343
CRR_46;32;19;132;17,395790062310283;11;569;921;51,72727272727273;1,6186291739894552;7;2,584754139495122e+17;1
CRR_47;7;4;29;22,01370481927711;2;83;140;41,5;1,6867469879518073;4;7,832588301500363e+16;343
CRR_48;35;21;127;20,376608055009825;10;509;811;50,9;1,5933202357563852;5;7,832588301500363e+16;343
CRR_49;57;29;286;1,4912676056338228;21;1065;1937;50,714285714285715;1,8187793427230048;3;2,5847541394951206e+17;1
CRR_50;8;6;18;35,72184782608696;2;69;111;34,5;1,608695652173913;8;4,566398979774714e+17;1
CRR_51;3;2;12;43,53995762711867;2;59;93;29,5;1,576271186440678;1;7,832588301500363e+16;343
CRR_52;86;27;235;-70,52444319460065;7;889;1560;127,0;1,7547806524184477;3;7,832588301500363e+16;343
CRR_53;12;5;44;-18,617561349693233;2;163;275;81,5;1,687116564417178;1;8,615847131650402e+16;1
CRR_54;48;31;121;26,72888257575758;16;594;1000;37,125;1,6835016835016836;2;1,7231694263300806e+17;1
CRR_55;5;3;22;26,45279069767443;2;86;139;43,0;1,6162790697674418;1;8,6158471316504e+16;1
CRR_56;27;5;56;-201,0235714285714;1;252;453;252,0;1,7976190476190477;2;7,832588301500363e+16;343
CRR_57;19;4;53;-172,03653846153844;1;234;391;234,0;1,670940170940171;1;7,832588301500363e+16;343
CRR_58;12;5;26;-29,886516853932548;1;89;154;89,0;1,7303370786516854;1;8,615847131650402e+16;1
CRR_59;12;5;41;-18,758076923076885;2;156;270;78,0;1,7307692307692308;1;8,615847131650402e+16;1
CRR_60;31;19;126;22,800712121212115;12;550;894;45,833333333333336;1,6254545454545455;5;7,832588301500363e+16;343
CRR_61;1;1;10;47,792;2;50;79;25,0;1,58;2;8,615847131650402e+16;1
CRR_62;4;2;33;-7,408443396226403;2;159;251;79,5;1,578616352201258;5;7,832588301500363e+16;343
CRR_63;156;13;241;-601,5627906976744;1;645;1172;645,0;1,8170542635658915;2;7,832588301500363e+16;343
CRR_64;3;1;16;-41,84205882352937;1;102;175;102,0;1,7156862745098038;0;3;1
CRR_65;4;3;20;41,45000000000002;2;80;118;40,0;1,475;1;8,6158471316504e+16;1
CRR_66;12;3;39;-114,54656626506022;1;166;300;166,0;1,8072289156626506;1;7,832588301500363e+16;343
CRR_67;18;4;53;-152,9732876712328;1;219;356;219,0;1,6255707762557077;1;8,615847131650402e+16;1
CRR_68;12;5;27;-26,274999999999977;1;94;153;94,0;1,627659574468085;1;8,615847131650402e+16;1
CRR_69;18;5;41;-93,58961538461534;1;156;262;156,0;1,6794871794871795;1;8,615847131650402e+16;1
CRR_70;30;19;132;25,85749619134677;12;547;871;45,583333333333336;1,5923217550274222;8;7,832588301500363e+16;343
CRR_71;1;1;9;61,75000000000003;2;40;59;20,0;1,475;2;7,832588301500363e+16;343
CRR_72;2;2;5;74,78928571428573;2;28;39;14,0;1,3928571428571428;0;2;1
CRR_73;17;12;132;36,40785714285718;16;448;752;28,0;1,6785714285714286;0;17;1
CRR_74;11;6;34;7,347110389610435;2;77;146;38,5;1,896103896103896;0;11;1
CRR_75;13;5;24;-41,43499999999996;1;108;177;108,0;1,6388888888888888;3;2,7570710821281286e+17;1
CRR_76;7;4;83;22,16234725536995;10;419;704;41,9;1,6801909307875895;6;5,514142164256257e+17;1
CRR_77;12;5;25;-26,236883116883092;1;77;141;77,0;1,8311688311688312;0;12;1
CRR_78;31;17;141;10,676863807047965;12;577;1005;48,083333333333336;1,7417677642980935;5;7,832588301500363e+16;343
CRR_79;13;8;63;20,301811594202917;6;184;338;30,666666666666668;1,8369565217391304;0;13;1
CRR_80;20;12;79;21,669901185770783;11;276;521;25,09090909090909;1,8876811594202898;2;7,832588301500363e+16;343
CRR_81;6;3;42;8,698464285714294;4;175;318;43,75;1,8171428571428572;0;6;1
CRR_82;7;2;28;-79,13934782608695;1;138;238;138,0;1,7246376811594204;0;7;1
CRR_83;13;7;78;9,964322033898327;7;354;609;50,57142857142857;1,7203389830508475;2;1,72316942633008e+17;1
CRR_84;75;42;207;13,326164587046975;18;748;1338;41,55555555555556;1,7887700534759359;11;2,0436789396274757e+18;1
CRR_85;47;26;110;11,060923913043496;8;414;701;51,75;1,6932367149758454;8;6,117251463471785e+17;1
CRR_86;8;3;18;-37,27868421052628;1;76;150;76,0;1,9736842105263157;1;2,2480468335902234e+18;1
CRR_87;44;25;104;14,559353015075402;8;398;667;49,75;1,6758793969849246;8;6,117251463471785e+17;1
CRR_88;6;3;17;4,437500000000028;2;80;153;40,0;1,9125;1;2,2480468335902234e+18;1
CRR_89;20;13;89;28,922936416184996;10;346;584;34,6;1,6878612716763006;0;20;1
CRR_90;4;3;14;38,11169811320758;1;53;72;53,0;1,3584905660377358;2;7,832588301500363e+16;343
CRR_91;9;7;44;41,45655172413794;5;145;233;29,0;1,606896551724138;2;45,3;1
CRR_92;59;30;132;2,120967573221776;8;478;814;59,75;1,702928870292887;13;7,832588301500363e+16;343
CRR_93;23;19;105;46,368439024390284;15;369;591;24,6;1,6016260162601625;0;23;1
CRR_94;18;13;72;37,84651555793994;8;233;384;29,125;1,648068669527897;1;7,832588301500363e+16;343
CRR_95;15;12;67;43,04654411764707;8;306;452;38,25;1,477124183006536;3;7,832588301500363e+16;343
CRR_96;6;4;60;27,11071625344354;6;242;397;40,333333333333336;1,640495867768595;3;7,832588301500363e+16;343
CRR_97;12;9;81;41,6024864864865;10;296;473;29,6;1,597972972972973;3;7,832588301500363e+16;343
